Review,Condition,Rating,Sentiment
Oxycodone has made my quality of life much better. If your not in serious pain don&#039;t start taking this. After about 1 year of taking the prescribed dose daily your mind and body WILL become dependent on this medication no matter who you are! I must say it eliminates some if not most my pain and allows me to be a functioning being. ,Pain,9.0,Positive
"I loved the ease of not having to take a pill but had to take it out not even 24 hours later. I experienced extreme crying spells, sudden onset of an extremely depressed feeling, and extremely tired.",Birth Control,1.0,Negative
I honestly started taking this pill and loved it. I wasn&#039;t getting any acne or weight gain; however 3 months into taking this pill my periods suddenly stopped. My periods stopped but I was still having cramps. It&#039;s actually become very concerning.,Birth Control,4.0,Negative
"I have severe acne so my doctor recommend this product. I have been using it for more than a year now and have had no positive results. For the first month it really burned and I would go to bed wanting to cry, but after my skin adjusted to it. I saw no improvements what so ever. When I told my doctor he said it takes time, but like I said, it&#039;s been more than a year now. I am really disappointed I went through all that suffering for nothing.",Acne,1.0,Negative
"Depression and Anxiety both run in my family and my doctor was not surprised to find out at 12 that I had inherited both. We tried everything but when I was 16 they started me on Celexa 20 and moved me up to 40mg.  I ended up going from all F&#039;s in school to honor roll, going to college and getting engaged.  At that time (age 22) I decided I was ready to come off of it. I dealt with things okay for a while, but when we decided to have a child, it hit, and it hit hard. Less than a week after my daughter was born I wanted nothing to do with her and considered giving her up for adoption. After that my fiance had me put back on Celexa, and my two month old daughter is the light of my life.  What was I thinking? Celexa saved my family.",Depression,10.0,Positive
"I started taking this after I had a child at age 17, and first, the side effects were minimum for me but I got a lot of weird bumps all over my hands that looked like warts, and the doctor said that I either had to wait them out or stop the pill. After 3 months they finally went away.
  I took this for about a year. My husband and I have tried for the last 20 months to get pregnant, and it turns out now I&#039;m all of a sudden infertile. I&#039;ve already had one baby, so this was linked to Necon 1/35.",Birth Control,2.0,Negative
It took me a long time before I had the courage to use this product. My Dr mentioned mirovosa to me. I wanted to find out more about it and began researching. After reading all of the horrible reviews I was very scared to even try this. But I was also tired of my red and makeup does not cover well. I was desperate and decided to give it a try.  After the first couple of days I was amazed. Though I kept waiting for the bad to come. So far my face has done pretty good. The mirvosa takes away most of the red.  For once my face looks like it used to before I had rosacea. The huge downfall is it only lasts for about 6 hours. I hope they can improve and make its effectiveness last a lot longer.,Rosacea,6.0,Neutral
"I love this drug, but it is not for the casual or lazy user. I find I must take it at nearly the same time every day or I get side effects. I take it first thing in the morning, and I avoid the sleepies by doing something semi active for a short time. Also, never take this before bed... It can cause sleeplessness and nightmares. I take lanzaprozole at the same time for GERD, so avoid any stomach upsets. The nightmares went away after about 4 weeks from starting. I feel so normal now-- energy level has returned and the blues are gone!",Depression,9.0,Positive
"I had a lot of side effects on Effexor 37mg- dry mouth, constipation, increased heart rate and blood pressure, ringing in ears, nausea, shakiness, more anxiety and so on. I don&#039;t remember having all these with Lexapro or Zoloft a few years ago. At least not to the same degree as Effexor and if there was any side effects they went away after a few weeks. I switched back to Zoloft 25mg after 3 weeks and 3 days in I already feel better - no more feeling wired or jittery. Effexor is not the med for me. It did help the depression, but the crazy side effects aren&#039;t worth it to me. I do have a friend that&#039;s been on it awhile and it work great for her.",Depression,3.0,Negative
"I&#039;ve taken oral contraceptives for a couple of years, almost 10 years ago. I decided to try again and was prescribed Orsythia. While it does its job - I&#039;m not pregnant -  I&#039;m constantly tired and sleepy, my sex drive is almost nonexistent now, my breasts often hurt, and the first day of my period is very painful. I can take Tylenol for the menstrual pain but other side effects are unacceptable.",Birth Control,7.0,Neutral
"I&#039;ve been taking Nexium for about 18 years now. I suffered bad heartburn/reflux etc,, that was partly to do with &#039;trigger&#039; foods I ate. Over the years I learned to avoid those foods, &amp; I started on Nexium. This medicine reduced my severe heartburn/reflux from maybe each second night when I wasn&#039;t taking it, to only about 2 times a month when I was taking it, so overall, over 18 years, Nexium made a huge difference to my life. From having to sit upright till 4am in bed till the pain went away &amp; I could finally lie down (without Nexium) to getting a good sleep most nights (with Nexium).
I do thoroughly recommend Nexium to anyone who can take it. Tip - AVOID Trigger foods! some are - chocolate, cream, oily foods, chickpeas, horseradish, mustard.",GERD,9.0,Positive
"I had a horrific experience with the mirena. The insertion was the worst pain I&#039;ve ever felt in my life. It was absolutely horrific. I was covered in sweat and I almost lost consciousness from the pain. The following 2 days, I took 3 ibuprofen every 6 hours and I was still in so much pain that I could hardly bear to eat. I knew I needed a stronger pain med but had no confidence I could drive myself to the doctor&#039;s office.  3 months later, I had my first panic attack completely unprovoked. I&#039;ve had anxiety since then, and horrific, severe acne unlike anything I&#039;ve ever had. Removal was just as painful. The strings were cut too short so I need to get it surgically removed under general anesthesia next week. I can&#039;t wait. I&#039;ve had it for 5 mo",Birth Control,1.0,Negative
"I had my mirena inserted 3 weeks ago on the 28th. The procedure itself was probably the most painful thing I have ever experienced, however the doctor had a hard time getting my cervix to cooperate so it took longer than most. I was on the 2nd day of my period when I got it inserted and when I went in it was fairly heavy and I had really bad cramps. Literally since the day of insertion my period hasn&#039;t ended. It is extremely light, some days barely even spotting, and I haven&#039;t needed to use a tampon or anything since. It is kind if a nuissance but after reading many reviews and talking with friends I feel like it will be worth it in the long run. Do some research yourself as well as talk to your doctor about options before making a decision",Birth Control,7.0,Neutral
"I&#039;ve been on Armour for over 3 months now, and my TSH and T4 levels are only getting worse. I go to the Doctor every 3 weeks to have my blood drawn and there has been no improvement!  Every time I go to the Doctor they keep having to up the dosage 30mg, and each increase I feel worse and worse.  My hair has fallen out, I feel lethargic and achy all over, I can&#039;t sleep at night and when I finally do get to sleep I wind up staying in bed for 13 hours!  I have no energy. ",Underactive Thyroid,1.0,Negative
"Seroquel worked in getting rid of my psychotic symptoms (voices, etc). It was a hard medication to go on, I would need to sleep 12 hours during the first week and I would wake up in that 12 hours in an almost intoxicated state. There was nothing that would wake me up in the morning but I think during medication changes it is important to listen to your body so I rested and in a week, that went away. I came off Risperidone in that first week as well so that may have contributed. The medication did make me sweat a LOT and it would take me a long time to cool down on it. My dyskensic side effects from risperidone went away. But I had to come off Seroquel in a month because I had an allergic 3 weeks in...watch out for tight throat/trouble swallowing.",Schizophrenia,9.0,Positive
Suffered severe period pain doctor put me on naproxen in 2 months have no pain and no period flow it&#039;s basically stopped but side effects I got itchy hives but it&#039;s great..but doctor says pain is fibroids that have to come out I wanted to stay on naproxen but she said it&#039;s only a solution not the end result....,Period Pain,7.0,Neutral
"It&#039;s so bad I wouldn&#039;t suggest. I have had it since December 31,2014 
I have major weight gain, mood swings,depression, body aches,sleeping a lot,nausea,vomiting,don&#039;t get no periods, can&#039;t keep track of my periods,decreased sex drive,breast tender and pain in breast,hair loss,anxiety, eating all the time,snapping, Moody, irritated, don&#039;t wanna go out, bad stomach pain and cramps. Starting today June 20,2016 I feel like I can&#039;t eat I can&#039;t take any type of smell I&#039;m super nauseous I can not deal getting it taken out some time next month because I&#039;m always assuming stuff and depressed. My 1 year old daughter even noticed the new actions and moods from her mommy and that&#039;s now good. Do not get this please don&#039;t or it might be hell.",Birth Control,1.0,Negative
"I have never stuck to one birth control before because I have always had bad experiences with side effects. I am on my first month now and I feel so ill. My nausea is extreme, I have had a headache for weeks and I&#039;m very off balance. The only thing that has changed in my life is starting this birth control. I am going to give it another month and see what happens.",Birth Control,3.0,Negative
"I&#039;ve been taking Effexor XR since 2004.  The side effects that I experience are loss of appetite/weight loss and sexual side effects.  However, every time I try another medicine or try to &quot;get off&quot; my medicines, I crash and I always go back to Effexor and it works really well.  So it is a consistently reliable drug for me and I am very thankful for it.",Depression,9.0,Positive
"I have bipolar disorder but mainly suffer with depressive episodes which can last up to 7 months . I had high hopes for this drug as I am drug resistant now and have tried every antidepressant and  mood  stabiliser. I expected it to  be a stimulant! I&#039;ve only been on it 2 weeks and my shrink says it needs 6 weeks to get into my system but all my research points to a stimulant working within hours . I&#039;m on 10mg 3 x a day and all it does is make me sleep! Not very stimulating! This dose seems to work for most people, maybe I need a bigger dose but overall so far I feel worse because I hardly have the energy to get out of bed and I feel more stimulated by caffeine, side effects for me were intense headaches and nausea, lack of appetite.",Depression,1.0,Negative
"Have only been on Pristiq less than 1 week and previously taking Lexapro, which did nothing for me. On Lexapro for years and accepted it when doctors told me that I may not feel better than what I do. With Pristiq someone has turned the light on in my brain and there is a distinct shift in my mood. I hope I have found the right antidepressant to help me recover and feel like entering the land of the living again...fingers and toes crossed. I will keep you posted...no noticeable side effects as yet.",Depression,10.0,Positive
"I&#039;ve only been using this cream for about 2 weeks now but since I started, my skin has been red, flaky, inflamed. Feels a lot like a sunburn. Hurts to even rinse it with water. Exfoliation, moisturizer, nothing helps. It did help a little acne on my forehead, but the dryness and the flaking is definitely making me want to stop using this.",Acne,2.0,Negative
"Diagnosed with depression, S.A.D. and anxiety, all because of my sleep, or lack of. 
Felt like a zombie everyday and would wake up on average 40 times a night, falling asleep for no longer then an hour then anxious all night and angry knowing I was wide awake. 

Prescribed mirtazapine 15mg one tablet before bed. It has worked wonders for me, I&#039;m able to go to sleep for about 3 or 4 hours then when i do wake up in not wide awake or angry and can go back to sleep. 
Granted I only sleep for 20 mins at a time afterwards but I&#039;m calm. 

It has been 3 months on and im still going OK. 
Id like to get off them soon so fingers crossed!",Anxiety,7.0,Neutral
"I used Plan B OneStep 9 hours after unprotected sex, I didn&#039;t really experience any side effects just a little dizziness that was about it. I got my period two weeks after I took the pill but my next period was a little over two weeks late. Happy to say that it worked for me. I do suggest using a pregnancy test just to ease your mind. I paid 60$ for the pill",Emergency Contraception,10.0,Positive
It helps most of the time.  But I also take Hydrocodone/Ac twice a day.  I also have rheumatoid arthritis and Osteoporosis.  And take two different meds for that.  Leflunomide and methotrexate.,ibromyalgia,8.0,Positive
"I was only taking 600mg (2 x 300mg) an hour before bed. I overslept every day while taking this medication. I also felt groggy in the morning, stumbling to bathroom when I first wake up. Did not really help with anxiety or my mood.",Anxiety,1.0,Negative
"Had mierna for about 6 months. Was told that it would help my cysts disappear and it had little to no side effects. It was a great thing being that i got pregant with my son while on the pill. This was 5 years, check string, no periods, and all that. Well starting 2 months after having it in which would be july 2015 i started experiencing pain in my lower abdomen, back and my left leg/foot. It wasnt bad then every month from july 2015 until this month nov 2015 i was in more and more pain. No doctor could explain why. Finally decided to have it removed a few days ago. Best decision i made because the same day i started feeling better. All the pain was going away or gone. It&#039;s a good form of birth control but isnt for every women.",Birth Control,5.0,Neutral
a very good product. it works..shame that the company has jacked the price up so much that its no longer affordable...greed is a very bad thing,"Asthma, Maintenance",10.0,Positive
I had muscle spasms from sleeping on my stomach and I couldn&#039;t function much at all.  I told my doctor I needed something to relieve the pain but something I could function on at work and while driving.  She prescribed this and I love it.  The only thing I can tell from it whenever I take is relief of my spasms.  No drowsiness or loopiness for me.,Muscle Spasm,10.0,Positive
I am a 57 year old female and about 30 pounds over weight. At first it was great.  Side effects were being tired and in a fog.  That got better over 5 or 6 days.  I had to use extream caution driving because I had trouble concentrating.  I lost 5 pounds in 10 days. On day 10 I broke out in hives and had a fever.  I stopped taking the medication.  I also have been taking blood pressure meds and primerin for hot flashes for over a year.  I stopped all meds and took benadryl for 5 days.  I have been in contact with my doctor and am hoping it was not due to qsymia because it was working.  Just not sure if it&#039;s safe for me.,Weight Loss,6.0,Neutral
"I am a 29 year old male. 6&#039;2&quot;. I started the trial does of Qsymia on 1/16/13 weighing 315lbs. I moved on to the 7.5/46 dose. Today (6/10/13) I weighed in at 221. A month ago I ask the doctor to increase my dose to the 11.25/69mg as I was starting to eat more.  That is when I was not able to sleep and then halfway through taking that dose I noticed I started having numbness in my right foot/calve (which I guess is normal). I already went back to the doctor and ask to be put back on the lower dose even though it will slow my progress. I still have 25lb to go. I hope going back to the lower dose solves this problem. This is not a miracle pill, you HAVE to eat healthy and exercise while taking it. You must make a lifestyle change on it.",Obesity,9.0,Positive
"I was prescribed zolpidem to treat my sleep issues.  I took it for about two months.  It did allow me to sleep through the night, however I noticed significant mood changes.  I became very aggressive and emotional at the drop of a hat.  I became concerned because I could not fall asleep without taking zolpidem.  I became shaky at times and just didn&#039;t feel right.  I found a new doctor and have been off the zolpidem for a week now.  She gave me trazodone which is not so addictive.  I have slept the last two nights with no medicines at all.  I am feeling so much better.  I know everyone reacts differently to medicine but I feel that the zolpidem made things worse for me.  I am relieved to be off of zolpidem.",Insomnia,3.0,Negative
I took this pill for almost a year. I thought the symptoms I had would go away but they only got worse! Severe crying spells and extreme sensitivity to anything someone said to me and also mood swings with depression and anxiety. I am hoping a different pill will not give me the same horrible experience this gave me. If you are experiencing these side effects I encourage you to switch as soon as you notice them. They will not get better and it will effect your social life. As far as physical side effects I only had spotting the first few months which is normal.,Birth Control,1.0,Negative
"Started at 25mg a day, and eventually got up to 75mg a day.  Rather than make me feel more expansive and energized this drug made me feel super lethargic and even more depressed.  I also experienced loss of appetite on this drug.  

1/10 would punch Pfizer CEO in the face.",Depression,1.0,Negative
"I have had the implant in for 8 months now. Insertion was easy, and it has never caused any pain at the site. I however have experienced terrible mood swings, depression, anxiety, rapid weight gain, loss of hair, excruciating period pains including passing huge clots of uterine lining! Not to mention a faint vaginal odour, random blisters on my hands, moles developing halos around them, and I now have two random white patches of hair on my scalp! My experience has been terrible and continues to be so! I have kept it in because everyone says to give it time before it starts balancing out. I hate what it&#039;s doing to me, and I am getting it out as soon as I can. I cannot recommend this product at all.",Birth Control,1.0,Negative
I am 23 years of age and this is the first BCP I was put on to treat my severe cramps. The first week of taking it I was extremely nauseous but that was the only side effect I noticed. Until my third week in 10 days before my period I started getting dark discharge heavily for a week on top of that I experienced cramps that weren&#039;t as painful as they usually are but still enough pain for me to feel uncomfortable and notice them. My skin also broke out really badly which was the worst side effect of them all since I had clear skin when I started. I&#039;m not sure whether I want to continue into my second month to see if it will improve or switch all together. My impression of it at the moment is it hasnt done much good for me,Birth Control,3.0,Negative
"I&#039;ve been on and off this pill for about a year if not two years. It&#039;s been one of the better birth controls I&#039;ve taken up until the most recent time I had a two month gap in between packets due to my insurance. My symptoms have been so off it&#039;s kinda scary. I&#039;ve lost weight since taking the pill again but I&#039;ve been bleeding for about 2 weeks, I&#039;ve been feeling very anxious and depressed almost. I&#039;m not too sure if it&#039;s all to blame on the pill or maybe my new job? But this is the first time I&#039;ve felt this way. Also a loss of appetite, I&#039;ll start eating a meal and lose interest about halfway through or get a nauseous feeling. I&#039;ve also noticed that my energy levels are very low",Birth Control,7.0,Neutral
"I have had chronic diarrhea for the last 26 years.   I have tried many, many different medicines, but none helped me except this.   I cannot believe how good I feel now.  My whole life consisted of knowing where the next bathroom was.  I was prescribed to take this  2x a day.  The following day after starting it, my diarrhea has stopped completely!!   I am now starting my second month on the medication and I have had no side effects and absolutly no problems.  I sure wish I had this many years ago.",Irritable Bowel Syndrome,10.0,Positive
"I was on suboxone strips which was working great for over a year then new insurance put me on zubsolv and the body aches started, constant yawning, then diarrhea. Feels like withdrawals all over again it is miserable and it hurting me at work always tired. Now I pay $650 for my suboxone a month out of my pocket cause insurance covers only some rubbish placebo. Do not recommend can put you back to square one.",Opiate Dependence,1.0,Negative
"Have been on Genvoya 3.5 months. VL has dropped from 293000 to 78; CD4 is unchanged at 153.
There initially were no discernible side-affects. But have noticed problems with remembering things and forgetting words and really strange dreams. I am also on Welbutrin which apparently can also affect dreams. My kidney function has declined as well and I will  see a nephrologist this week. Am also on a diuretic for blood pressure which can also affect kidneys. So, we&#039;ll see.",HIV Infection,8.0,Positive
Has helped me in controling my pain level. Does not get rid of all the pain but makes it easier to live with.,Pain,10.0,Positive
"This is the third birth control I have tried and I have no complaints whatsoever! I&#039;ve been on it for a little over a year now. It has the lowest dosage of artificial hormones, doesn&#039;t make me gain weight or have crazy mood swings. The only things I have noticed while taking it is occasionally a low sex drive, which is honestly not a problem unless you want to feel sexy 24/7, which, let&#039;s face it, is just not for everyone. I would definitely recommend this to anyone who is starting out on birth control for the first time or is looking for an alternative. It&#039;s gentle, it&#039;s not conflicting with my lifestyle and I have my period regularly without any spotting. Everyone&#039;s body is different, so definitely ask your OBGYN. Hope this helps!",Birth Control,9.0,Positive
"I am a 52 yr old female weighing 160 pounds.  I started the low dose 14 day trial about 2 months ago.  I lost 2 lbs. immediately.  Side effects were, loss of appetite &amp; constipation.  When I started the higher, 7.5 dose, my digestive system instantly shut down.  I took a stool softener &amp; laxative daily &amp; I still could not go to the restroom.  I drink 70-85 oz. of water &amp; take &quot;It Works&quot; &quot;greens supplement&quot; daily to get a decent intake of fruits &amp; vegetables.  Long story short, I can only take 1 pill once every 5 to 6 days; otherwise I am miserable and extremely stopped up.  Since getting the prescription filled on May 14, 2016, I have only taken 7 pills.  I have an appt to see my doc in a few days.  Have lost 3 pounds.",Weight Loss,2.0,Negative
"MAKE SURE YOUR DOCTOR  TITRATES THE DRUG AND DOES NOT START YOU  ON A HIGH DOSE. 

The 1 grade should be for my Dr. Not the medication. I am a female about 105lbs. My Dr. started me on 800mg without titration for possible seizures. After 2 days I was so sick and dizzy and my head / ears were
was buzzing like crazy.  I had non stop vomiting, ringing in my ears and severe  indescribable dizziness. I ended up going to the ER.  I am  sticking to lamictal and found a new Doctor.",Epilepsy,1.0,Negative
"I&#039;m very frustrated.  I gained so much weight on Seroquel, but felt great.  But, I continued to gain weight so switched to Latuda.  I&#039;m miserable.  I cannot sleep, which of course makes everything worse. I&#039;ve tried it for a week and am having to switch back now. I hope I can find something eventually that helps me sleep and feel stable, but I don&#039;t gain weight.",Bipolar Disorde,2.0,Negative
"Switched to this pill as my other pill was no longer available. No real side effects as far as I can tell (knock wood), but just took the last one this morning and no bleeding at all. As per these testimonials - thank you, ladies! - that is normal, but I&#039;m not cool with that, it freaks me out a bit. Will talk to my OBGYN next week about not getting any bleeding at all, but as I can tell of no other side effects will stay on it for now. Thanks again, ladies, for sharing; it clearly depends on each individual body.",Birth Control,7.0,Neutral
I have taken Yaz a little bit more than a month. I got bad chest pain every night and it hurt when I was breathing. This side effect was unacceptable so I decided to stop it after I talked about it to my gynecologist. I also have discovered that I am very sensitive to hormones so the dosage was too high for me.,Birth Control,1.0,Negative
I am 47 years old and I have been suffering from urticaria since 2014. After lots of treatment now I am taking allegra 180mg twice a day...but only when I take allegra my itching reduces (does not completely vanish) but when I didn&#039;t take it again erupts. Is there no permanent treatment to it? How long one can take medicine..,Urticaria,2.0,Negative
"Used for one week in the worst allergy season of my life.
Fantastic product! I can tell exactly when twelve hours are up!
To avoid the after taste I sucked on flavored hard candy.","Conjunctivitis, Allergic",10.0,Positive
"I had immediate  problems when I started taking this medication. Honestly, I thought it was a placebo, because I had all of the symptoms that caused me to take the med in the first  place. Definitely  did not work for me.",Pancreatic Exocrine Dysfunction,1.0,Negative
"On day 7 of Beyaz.  I&#039;m 22, and I was previously taking Femcon.  I discontinued because of severe anxiety that could or could not have been related to the birth control (it&#039;s hard to tell sometimes if the symptoms are the pill, or just you).  I took a year break off of birth control before starting Beyaz.  So far, I have mixed feelings.  I have been feeling panicky, and moody, but again, I&#039;m not sure if that is a product of the birth control, or my GAD.  I also went back on birth control for my skin, because I have bothersome acne.  I have been developing pretty severe headaches, and I have also been feeling nauseous.  My doctor said these symptoms will go away with time, so for now I am going to stick it out and see.",Birth Control,5.0,Neutral
"While I&#039;m sure this pill prevents pregnancy, I stopped taking it two days ago because a week into my first pack I started bleeding heavily. Was almost done with the 2nd week and it has yet to stop. I also developed what seems like a yeast infection but worse! I can usually treat a yeast infection in a couple days with garlic clove and plain yogurt no problem but I&#039;m still in hell thanks to Tarina Fe.",Birth Control,2.0,Negative
"This was the first time I received Metronidazole for a tooth infection, usually they prescribe Keflex (cephalexin) or Amoxacillin. I would say that the Metronidazole worked quicker at easing the pain and It wasn&#039;t a capsule so I had an easier time swallowing it however, I have been suffering serious nausea followed by diarhea since I began taking it. Then last night without thinking about the interaction had a few drinks and spent the night vomiting and very ill with nausea, dry heaves etc. DO NOT DRINK ALCOHOL WITH THIS MEDICINE and always read your labels and accompanying info, I usually do but I&#039;ve never had any kind of reaction to an antibiotic so I got lazy I suppose, because it was clearly stated on the bottle.",Dental Abscess,4.0,Negative
It&#039;s a good drug if you can maintain your weight while on it. For some reason it really makes you hungry. It also makes you sleepy but has helped my Bipolar disorder well.,Bipolar Disorde,6.0,Neutral
"Love, love, love this drug. Spent seven months in total depression and attempted suicides.  Tried four other antidepressants which didn&#039;t help. Effexor saved my life literally. Started working within 3 days at a dose of 300mg. I&#039;m now happy, not anxious, not depressed, not suicidal. I&#039;m back to being me.   No nausea or major side effects, apart from low libido which is common for this class of medication and insomnia.  Works for those who genuinely need serotonin to be be restored to their brain.  Worth a shot, if other medications have failed.",Major Depressive Disorde,10.0,Positive
"I started taking Repatha in Feb. of 2016.  It lowered my cholesterol considerably at the beginning but started experiencing pain in my legs, hips, back and shoulders right after taking it but did not tie it to the Repatha at first.  I gave myself an injection in the leg in August and had a large swelling at the site of the injection.  It went down in 4 days, but the pain in my body became severe to the point I could not walk many days.  My muscles and tendons became very swollen.  I called the number listed on the Repatha prescription insert a total of 4 times the pain was so bad.  The Repatha reps were no help and told me to talk to my doctor.  I finally ended up in the E.R. and then had an aneurysm 3 days ago.  I blame it on Repatha!",High Cholesterol,1.0,Negative
"Had a severe allergic reaction to compazine which was given to me to treat nausea,  unable to breathe, throat closed had to be rushed to hospital. and it didn&#039;t stop the vomiting",Nausea/Vomiting,1.0,Negative
I have tried Singular three different times. Each time it has caused suicidal tendancies in me. This happens soon after I take it. My mood was very scary on this. I was prescribed this for asthma and allergies. I stopped taking it since it seemed to just depress me.,Allergic Rhinitis,5.0,Neutral
"I came down with flu symptoms on Sunday (chills, back pain, couldn&#039;t get out of bed). My husband took me to urgent care on Monday where I was diagnosed with a B strain of flu and given tamiflu and zofran. The first dose of tamiflu on Monday night was ok, I made sure to eat and took the zofran. However, early Tuesday morning I woke up with terrible stomach pains and diarrhea. The diarrhea continued all day and night Tuesday (if you&#039;ve ever had a colonoscopy, it was exactly like doing the prep for that) and Wednesday I skipped the zofran and took Imodium instead. I did ok Wednesday until evening; along with the diarrhea I also experienced terrible chills and back pain that made it difficult to take a breath. I won&#039;t be taking any more tamiflu",Influenza,2.0,Negative
Med really did nothing for me,Cerebral Spasticity,1.0,Negative
"I can&#039;t find the 0 for this crappy poison pill. I&#039;m 3 years out and still suffer pains and other toxicity symptoms , do you research before taking this horrible pill , I talk a least with 2 new people everyday damage by this pill",Skin or Soft Tissue Infection,1.0,Negative
"Breakthrough bleeding, two periods in one month, weight gain, horrible lower back pain and cramping and terrible acne! Not moody at all but all the above a good reason to find something else",Birth Control,4.0,Negative
"I&#039;ve had to use Diflucan for yeast infections several times -- it always works wonders for me with no side effects! The bonus is that it&#039;s only one pill, and it works immediately. However... this last time I took it, I still felt a little &#039;off&#039;. I still had some kind of bacterial infection! Now I&#039;m on Flagyl. ",Vaginal Yeast Infection,9.0,Positive
"The taste from inserting the eye drops was awful for around 5 hours when I first started to use the medicine. However, when I started to follow the directions such as: shake of the bottle, the make of a pouch with my eye and insertion of drop into the pouch and ensuing application of pressure to the pouch of eye for a short period of time, the taste was seemingly absent, or only present briefly for several minutes.",Eye Redness,7.0,Neutral
Oxycontin has really helped me with pain.,Pain,9.0,Positive
"After years and years of having the worst unbearable &quot;I want to kill myself&quot; cramps a doctor put me on Sprintec. Promising that it&#039;ll stop my periods. Meaning no more pain. I&#039;d only have one period every three months. 
WRONG!!!
Each month I prepared myself for not having a period. And sure enough here it was! When it wasn&#039;t suppose to be.
Sure it made the cramps bearable.

Now! I had a period for February 2017. Okay. Fine. 
Not two weeks later here&#039;s another period. I&#039;m aggravated. 
NOW not even FOUR days after that last period I have ANOTHER ONE! 

And I wonder why I&#039;m dizzy and sick! I&#039;m not taking that crap anymore!",Abnormal Uterine Bleeding,1.0,Negative
"I have Still&#039;s Disease and chronic Sinus infections.  Zithromax the brand will clear the sinus up for a couple of weeks to a few months.  Twice now I have used Azithromycin generic for 5 days, instead of the brand, when all of the local pharmacies were out of brand.   Both times it has done nothing.  I don&#039;t know if this is because my immune system is a little sensitive due to the Still&#039;s. Just know the brand works for me and Azithromycin has no effect. I just get sicker and with my Still&#039;s that can be terrible.",Sinusitis,2.0,Negative
"Was diagnosed with Hepc in 2015 and started harvoni a few months later... shortly after starting I experienced hair loss, severe depression... skin issues, severe dehydration even though I was drinking tons of water also memory issues.  When I reported this I was told these were not reported side effects but if they were would clear up after treatment was over. Well it has been a year and I still have terribly dry skin and feel terrible, muscles aches, tiredness and I was doing half marathons and felt great before. My skin has aged terribly, memory issues, still feel dried out all the time all of which I never had before treatment. Although I am cleared of the virus I wish I had never taken harvoni . I feel it has ruined my life.",Hepatitis C,5.0,Neutral
"I was prescribed Baclofen to help spasms and pain caused by my generalised dystonia with severe tremor. Initially I was put on a very low dose which was to build up gradually. I take a cocktail of daily medication but after two weeks of Baclofen added to my med cocktail I was in less pain. I noticed I&#039;d cut my painkillers from four times a day to only once or twice, I didn&#039;t need them. I&#039;m not saying I&#039;m pain free or don&#039;t have spasms anymore but I definitely notice a great improvement. I did have unpleasant side effects to begin with, weakness, drowsy, drunk like feeling, it wasn&#039;t nice at all but I kept with it, the side effects improved and I&#039;m so relieved I don&#039;t suffer the excruciating pain I was in.",Muscle Spasm,9.0,Positive
"I started taking Zoloft about a month ago. I started with 25mg and I&#039;m up to 100 now. I didn&#039;t have any side effects, and by the time I was taking for 2 weeks I felt amazing. I was really happy and I felt like I did before the anxiety and panic attacks ruined my life. It is my 2nd week on the 100mg dose, and now I don&#039;t feel too hot anymore. I have pretty severe diarrhea and I have to urinate frequently. My body is obviously trying to get rid of this medicine. I still go to school, I now worry about having an accident there if I can&#039;t leave the class in time. So now my anxiety is back. Also serious If not for the diarrhea, this drug would honestly get a 10. Its amazing, mostly.",Anxiety and Stress,7.0,Neutral
"My score is based on how well it&#039;s treating the infection itself - burning, back pain and urgency are gone 48 hours after starting this drug - first time user with a clearly defined bad infection based on urinalysis at the hospital
-- don&#039;t need Azo any more, still downing cranberry and water, and tip: eat something even if your appetite is gone.
Bad news, I&#039;m exhausted, nauseous, dizzy and drained.
I can live through the side effects, not so sure about the infection - very effective, strong, targeted, bacteria-killer and I will complete the entire protocol as directed - the temptation will be to stop taking it, I will resist the temptation. I will, however, bow to the temptation to sleep all day.
takeaway - it&#039;s a trade-off.",Bladder Infection,8.0,Positive
"I was on Remeron for about 2 years before.  Helped very very much with my depression.  But although I often felt very sleepy near the beginning of the treatment, the massive fatigue eventually subsided to an acceptable level.  20-mins after taking it, I&#039;m ready for bed I can&#039;t keep my eyes open no matter what.

I just restarted Remeron two days ago, after more than a year being on it.  As I type this, I feel fogged over, sort of sleepy, and immensely &quot;munchie&quot;.  As before when I took it, I&#039;d find myself waking up several times a night going to raid the fridge and cabinets for munchie or sweet foods (and meats! definitely craved meat all the time).  So again, on Remeron: eating again, sleeping some, more relaxed, less sad. ",Major Depressive Disorde,10.0,Positive
"After the initial phase I got very sick and my psoriasis has not improved at all.
Runny nose ( like really bad) chills, hives, plenty of pimples everywhere and really tired . Hair Follicles infected. Bad medication",Psoriatic Arthritis,1.0,Negative
Had it inserted 12/3/14 and haven&#039;t stopped bleeding. My husband and I got to have sex for the first time in 2.5 months. I have period like cramping all of the time. Insertion was almost painless. I was hoping this would be the answer to my irregular periods after having my second son via c-section 4/14/14.,Birth Control,7.0,Neutral
The only antibiotic that promptly and consistently resolves my chronic bronchitis.,Upper Respiratory Tract Infection,10.0,Positive
